timestamp,resource,cpuPercent,memPercent,movingAvg
2025-11-11 23:55:13,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:18,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:23,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:28,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:33,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:38,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:43,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:48,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:53,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:55:58,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:03,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:08,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:13,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:18,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:23,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:28,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:33,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:38,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:43,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:48,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:53,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:56:58,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:03,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:08,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:13,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:18,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:23,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:28,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:33,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:38,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:43,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:48,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:53,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:57:58,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:03,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:08,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:13,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:18,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:23,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:28,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:33,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:38,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:43,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:48,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:53,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:58:58,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:03,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:08,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:13,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:18,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:23,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:28,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:33,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:38,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:43,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:48,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:53,ResourceAgent,0.00,0.00,0.00
2025-11-11 23:59:59,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:04,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:09,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:14,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:19,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:24,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:29,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:34,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:39,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:44,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:49,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:54,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:00:59,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:04,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:09,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:14,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:19,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:24,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:29,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:34,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:39,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:44,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:49,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:54,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:01:59,ResourceAgent,0.00,0.00,0.00
